"ano","cve_mun","delitos"
2020,"28020",1
2021,"28020",1
2022,"28020",1
2023,"28020",3
2024,"28020",2
2025,"28020",2
2011,"28021",32.9575996798603
2012,"28021",42.6510113504075
2013,"28021",31.0189173457509
2014,"28021",30.0495761786962
2015,"28021",27
2016,"28021",33
2017,"28021",47
2018,"28021",78
2019,"28021",72
2020,"28021",60
2021,"28021",56
2022,"28021",37
2023,"28021",41
2024,"28021",26
2025,"28021",25
2011,"28022",137.646445721769
2012,"28022",158.971951396973
2013,"28022",111.474234211292
2014,"28022",251.059362267171
2015,"28022",280
2016,"28022",242
2017,"28022",131
2018,"28022",165
2019,"28022",160
2020,"28022",146
2021,"28022",128
2022,"28022",150
2023,"28022",120
2024,"28022",136
2025,"28022",99
2014,"28023",0
2015,"28023",0
2016,"28023",1
2017,"28023",2
2018,"28023",0
2019,"28023",4
2020,"28023",0
2021,"28023",3
2022,"28023",2
2023,"28023",6
2024,"28023",2
2025,"28023",1
2011,"28024",7.75472933643772
2012,"28024",19.3868233410943
2013,"28024",8.72407050349243
2014,"28024",8.72407050349243
2015,"28024",5
2016,"28024",8
2017,"28024",10
2018,"28024",11
2019,"28024",4
2020,"28024",1
2021,"28024",6
2022,"28024",0
2023,"28024",3
2024,"28024",2
2025,"28024",1
2011,"28025",15.5094586728754
2012,"28025",18.4174821740396
2013,"28025",8.72407050349243
2014,"28025",20.356164508149
2015,"28025",11
2016,"28025",17
2017,"28025",21
2018,"28025",26
2019,"28025",30
2020,"28025",27
2021,"28025",47
2022,"28025",48
2023,"28025",33
2024,"28025",17
2025,"28025",6
2014,"28026",0.969341167054715
2015,"28026",0
2016,"28026",2
2017,"28026",0
2018,"28026",2
2019,"28026",0
2020,"28026",0
2021,"28026",0
2022,"28026",1
2023,"28026",0
2024,"28026",4
2025,"28026",0
2011,"28027",185.144162907451
2012,"28027",331.514679132712
2013,"28027",129.891716385332
2014,"28027",134.738422220605
2015,"28027",163
2016,"28027",168
2017,"28027",140
2018,"28027",128
2019,"28027",105
2020,"28027",91
2021,"28027",130
2022,"28027",98
2023,"28027",91
2024,"28027",92
2025,"28027",73
2014,"28028",0
2015,"28028",0
2016,"28028",1
2017,"28028",1
2018,"28028",0
2019,"28028",1
2020,"28028",1
2021,"28028",2
2022,"28028",3
2023,"28028",0
2024,"28028",0
2025,"28028",1
2011,"28029",0.969341167054715
2012,"28029",2.90802350116414
2013,"28029",2.90802350116414
2014,"28029",0
2015,"28029",0
2016,"28029",4
2017,"28029",5
2018,"28029",10
2019,"28029",7
2020,"28029",5
2021,"28029",6
2022,"28029",8
2023,"28029",3
2024,"28029",3
2025,"28029",5
2011,"28030",2.90802350116414
2012,"28030",13.570776338766
2013,"28030",14.5401175058207
2014,"28030",10.6627528376019
2015,"28030",13
2016,"28030",10
2017,"28030",19
2018,"28030",12
2019,"28030",9
2020,"28030",20
2021,"28030",14
2022,"28030",13
2023,"28030",9
2024,"28030",12
2025,"28030",15
2014,"28031",1.93868233410943
2015,"28031",2
2016,"28031",1
2017,"28031",2
2018,"28031",2
2019,"28031",0
2020,"28031",1
2021,"28031",1
2022,"28031",3
2023,"28031",1
2024,"28031",1
2025,"28031",1
2011,"28032",181.266798239232
2012,"28032",182.236139406286
2013,"28032",158.002610229919
2014,"28032",214.224397919092
2015,"28032",254
2016,"28032",288
2017,"28032",424
2018,"28032",380
2019,"28032",378
2020,"28032",303
2021,"28032",283
2022,"28032",284
2023,"28032",265
2024,"28032",238
2025,"28032",216
2011,"28033",29.0802350116414
2012,"28033",27.141552677532
2013,"28033",16.4787998399302
2014,"28033",21.3255056752037
2015,"28033",56
2016,"28033",26
2017,"28033",55
2018,"28033",42
2019,"28033",48
2020,"28033",63
2021,"28033",49
2022,"28033",28
2023,"28033",62
2024,"28033",48
2025,"28033",36
2011,"28034",3.87736466821886
2012,"28034",2.90802350116414
2013,"28034",1.93868233410943
2014,"28034",11.6320940046566
2015,"28034",3
2016,"28034",13
2017,"28034",14
2018,"28034",2
2019,"28034",6
2020,"28034",5
2021,"28034",1
2022,"28034",5
2023,"28034",1
2024,"28034",7
2025,"28034",1
2011,"28035",31.9882585128056
2012,"28035",73.6699286961583
2013,"28035",44.5896936845169
2014,"28035",45.5590348515716
2015,"28035",48
2016,"28035",31
2017,"28035",35
2018,"28035",34
2019,"28035",39
2020,"28035",31
2021,"28035",32
2022,"28035",29
2023,"28035",32
2024,"28035",33
2025,"28035",18
2014,"28036",0
2015,"28036",0
2016,"28036",1
2017,"28036",0
2018,"28036",0
2019,"28036",0
2020,"28036",0
2021,"28036",0
2022,"28036",0
2023,"28036",0
2024,"28036",0
2025,"28036",1
2011,"28037",8.72407050349243
2012,"28037",16.4787998399302
2013,"28037",5.81604700232829
2014,"28037",15.5094586728754
2015,"28037",11
2016,"28037",8
2017,"28037",17
2018,"28037",12
2019,"28037",13
2020,"28037",18
2021,"28037",16
2022,"28037",12
2023,"28037",13
2024,"28037",17
2025,"28037",16
2011,"28038",108.566210710128
2012,"28038",104.688846041909
2013,"28038",63.9765170256112
2014,"28038",100.81148137369
2015,"28038",65
2016,"28038",57
2017,"28038",71
2018,"28038",64
2019,"28038",54
2020,"28038",41
2021,"28038",57
2022,"28038",67
2023,"28038",54
2024,"28038",44
2025,"28038",46
2011,"28039",0.969341167054715
2012,"28039",2.90802350116414
2013,"28039",8.72407050349243
2014,"28039",8.72407050349243
2015,"28039",5
2016,"28039",23
2017,"28039",27
2018,"28039",17
2019,"28039",24
2020,"28039",21
2021,"28039",25
2022,"28039",22
2023,"28039",12
2024,"28039",14
2025,"28039",19
2011,"28040",63.9765170256112
2012,"28040",57.1911288562282
2013,"28040",20.356164508149
2014,"28040",20.356164508149
2015,"28040",28
2016,"28040",23
2017,"28040",19
2018,"28040",14
2019,"28040",24
2020,"28040",19
2021,"28040",18
2022,"28040",14
2023,"28040",10
2024,"28040",17
2025,"28040",19
2011,"28041",130.861057552386
2012,"28041",186.113504074505
2013,"28041",165.757339566356
2014,"28041",98.8727990395809
2015,"28041",102
2016,"28041",291
2017,"28041",309
2018,"28041",348
2019,"28041",185
2020,"28041",149
2021,"28041",138
2022,"28041",123
2023,"28041",108
2024,"28041",82
2025,"28041",75
2014,"28042",8.72407050349243
2015,"28042",3
2016,"28042",2
2017,"28042",1
2018,"28042",0
2019,"28042",2
2020,"28042",1
2021,"28042",4
2022,"28042",0
2023,"28042",1
2024,"28042",3
2025,"28042",7
2011,"28043",3.87736466821886
2012,"28043",5.81604700232829
2013,"28043",9.69341167054715
2014,"28043",6.785388169383
2015,"28043",10
2016,"28043",14
2017,"28043",8
2018,"28043",9
2019,"28043",17
2020,"28043",9
2021,"28043",10
2022,"28043",10
2023,"28043",11
2024,"28043",9
2025,"28043",8
2011,"29001",3.87736466821886
2012,"29001",3.87736466821886
2013,"29001",1.93868233410943
2014,"29001",2.90802350116414
2015,"29001",4
2016,"29001",1
2017,"29001",4
2018,"29001",0
2019,"29001",0
2020,"29001",3
2021,"29001",1
2022,"29001",0
2023,"29001",0
2024,"29001",0
2025,"29001",0
2011,"29002",7.75472933643772
2012,"29002",7.75472933643772
2013,"29002",7.75472933643772
2014,"29002",3.87736466821886
2015,"29002",2
2016,"29002",7
2017,"29002",6
2018,"29002",2
2019,"29002",1
2020,"29002",0
2021,"29002",1
2022,"29002",5
2023,"29002",3
2024,"29002",5
2025,"29002",1
2011,"29003",0.969341167054715
2012,"29003",3.87736466821886
2013,"29003",0.969341167054715
2014,"29003",0.969341167054715
2015,"29003",2
2016,"29003",0
2017,"29003",2
2018,"29003",1
2019,"29003",3
2020,"29003",1
2021,"29003",3
2022,"29003",0
2023,"29003",1
2024,"29003",0
2025,"29003",2
2011,"29004",4.84670583527357
2012,"29004",6.785388169383
2013,"29004",2.90802350116414
2014,"29004",2.90802350116414
2015,"29004",6
2016,"29004",5
2017,"29004",8
2018,"29004",0
2019,"29004",1
2020,"29004",1
2021,"29004",3
2022,"29004",1
2023,"29004",0
2024,"29004",2
2025,"29004",1
2011,"29005",42.6510113504075
2012,"29005",38.7736466821886
2013,"29005",24.2335291763679
2014,"29005",42.6510113504075
2015,"29005",36
2016,"29005",30
2017,"29005",15
2018,"29005",10
2019,"29005",15
2020,"29005",6
2021,"29005",9
2022,"29005",11
2023,"29005",10
2024,"29005",9
2025,"29005",4
2011,"29006",28.1108938445867
2012,"29006",37.8043055151339
2013,"29006",21.3255056752037
2014,"29006",25.2028703434226
2015,"29006",27
2016,"29006",24
2017,"29006",19
2018,"29006",12
2019,"29006",16
2020,"29006",6
2021,"29006",16
2022,"29006",5
2023,"29006",9
2024,"29006",12
2025,"29006",9
2011,"29007",3.87736466821886
2012,"29007",10.6627528376019
2013,"29007",8.72407050349243
2014,"29007",7.75472933643772
2015,"29007",7
2016,"29007",6
2017,"29007",10
2018,"29007",3
2019,"29007",4
2020,"29007",5
2021,"29007",5
2022,"29007",2
2023,"29007",3
2024,"29007",4
2025,"29007",6
2011,"29008",7.75472933643772
2012,"29008",11.6320940046566
2013,"29008",14.5401175058207
2014,"29008",5.81604700232829
2015,"29008",12
2016,"29008",9
2017,"29008",3
2018,"29008",2
2019,"29008",3
2020,"29008",3
2021,"29008",2
2022,"29008",1
2023,"29008",4
2024,"29008",1
2025,"29008",1
2011,"29009",0
2012,"29009",0
2013,"29009",0
2014,"29009",0.969341167054715
2015,"29009",0
2016,"29009",0
2017,"29009",1
2018,"29009",1
2019,"29009",0
2020,"29009",0
2021,"29009",0
2022,"29009",0
2023,"29009",0
2024,"29009",0
2025,"29009",0
2011,"29010",17.4481410069849
2012,"29010",16.4787998399302
2013,"29010",16.4787998399302
2014,"29010",8.72407050349243
2015,"29010",11
2016,"29010",10
2017,"29010",8
2018,"29010",5
2019,"29010",7
2020,"29010",8
2021,"29010",2
2022,"29010",7
2023,"29010",5
2024,"29010",6
2025,"29010",7
2011,"29011",0
2012,"29011",1.93868233410943
2013,"29011",2.90802350116414
2014,"29011",1.93868233410943
2015,"29011",2
2016,"29011",1
2017,"29011",3
2018,"29011",0
2019,"29011",1
2020,"29011",0
2021,"29011",1
2022,"29011",1
2023,"29011",0
2024,"29011",1
2025,"29011",0
2011,"29012",0.969341167054715
2012,"29012",2.90802350116414
2013,"29012",0.969341167054715
2014,"29012",2.90802350116414
2015,"29012",4
2016,"29012",5
2017,"29012",4
2018,"29012",2
2019,"29012",3
2020,"29012",2
2021,"29012",1
2022,"29012",0
2023,"29012",2
2024,"29012",0
2025,"29012",0
2011,"29013",31.9882585128056
2012,"29013",34.8962820139697
2013,"29013",20.356164508149
2014,"29013",17.4481410069849
2015,"29013",26
2016,"29013",32
2017,"29013",37
2018,"29013",5
2019,"29013",10
2020,"29013",8
2021,"29013",4
2022,"29013",12
2023,"29013",4
2024,"29013",11
2025,"29013",6
2011,"29014",7.75472933643772
2012,"29014",10.6627528376019
2013,"29014",4.84670583527357
2014,"29014",2.90802350116414
2015,"29014",0
2016,"29014",6
2017,"29014",1
2018,"29014",4
2019,"29014",2
2020,"29014",2
2021,"29014",2
2022,"29014",0
2023,"29014",0
2024,"29014",2
2025,"29014",0
2011,"29015",13.570776338766
2012,"29015",18.4174821740396
2013,"29015",13.570776338766
2014,"29015",15.5094586728754
2015,"29015",8
2016,"29015",11
2017,"29015",10
2018,"29015",7
2019,"29015",7
2020,"29015",10
2021,"29015",7
2022,"29015",3
2023,"29015",11
2024,"29015",9
2025,"29015",5
2011,"29016",1.93868233410943
2012,"29016",1.93868233410943
2013,"29016",1.93868233410943
2014,"29016",3.87736466821886
2015,"29016",6
2016,"29016",1
2017,"29016",0
2018,"29016",0
2019,"29016",1
2020,"29016",0
2021,"29016",2
2022,"29016",1
2023,"29016",0
2024,"29016",0
2025,"29016",0
2011,"29017",3.87736466821886
2012,"29017",2.90802350116414
2013,"29017",1.93868233410943
2014,"29017",1.93868233410943
2015,"29017",1
2016,"29017",1
2017,"29017",0
2018,"29017",1
2019,"29017",0
2020,"29017",1
2021,"29017",1
2022,"29017",0
2023,"29017",1
2024,"29017",1
2025,"29017",1
2011,"29018",8.72407050349243
2012,"29018",8.72407050349243
2013,"29018",10.6627528376019
2014,"29018",4.84670583527357
2015,"29018",2
2016,"29018",6
2017,"29018",3
2018,"29018",1
2019,"29018",2
2020,"29018",1
2021,"29018",5
2022,"29018",2
2023,"29018",2
2024,"29018",1
2025,"29018",0
2011,"29019",1.93868233410943
2012,"29019",5.81604700232829
2013,"29019",2.90802350116414
2014,"29019",4.84670583527357
2015,"29019",4
2016,"29019",6
2017,"29019",4
2018,"29019",1
2019,"29019",3
2020,"29019",3
2021,"29019",2
2022,"29019",4
2023,"29019",3
2024,"29019",4
2025,"29019",2
2011,"29020",5.81604700232829
2012,"29020",2.90802350116414
2013,"29020",4.84670583527357
2014,"29020",6.785388169383
2015,"29020",8
2016,"29020",3
2017,"29020",3
2018,"29020",1
2019,"29020",4
2020,"29020",3
2021,"29020",2
2022,"29020",2
2023,"29020",2
2024,"29020",6
2025,"29020",0
2011,"29021",3.87736466821886
2012,"29021",1.93868233410943
2013,"29021",4.84670583527357
2014,"29021",1.93868233410943
2015,"29021",3
2016,"29021",5
2017,"29021",3
2018,"29021",2
2019,"29021",3
2020,"29021",3
2021,"29021",3
2022,"29021",4
2023,"29021",1
2024,"29021",4
2025,"29021",1
2011,"29022",0.969341167054715
2012,"29022",2.90802350116414
2013,"29022",2.90802350116414
2014,"29022",2.90802350116414
2015,"29022",2
2016,"29022",0
2017,"29022",3
2018,"29022",3
2019,"29022",0
2020,"29022",0
2021,"29022",1
2022,"29022",0
2023,"29022",0
2024,"29022",0
2025,"29022",1
2011,"29023",5.81604700232829
2012,"29023",9.69341167054715
2013,"29023",8.72407050349243
2014,"29023",3.87736466821886
2015,"29023",5
2016,"29023",13
2017,"29023",6
2018,"29023",7
2019,"29023",7
2020,"29023",7
2021,"29023",10
2022,"29023",9
2023,"29023",6
2024,"29023",4
2025,"29023",9
2011,"29024",10.6627528376019
2012,"29024",8.72407050349243
2013,"29024",9.69341167054715
2014,"29024",5.81604700232829
2015,"29024",6
2016,"29024",3
2017,"29024",4
2018,"29024",3
2019,"29024",2
2020,"29024",1
2021,"29024",1
2022,"29024",2
2023,"29024",2
2024,"29024",2
2025,"29024",0
2011,"29025",22.2948468422584
2012,"29025",20.356164508149
2013,"29025",20.356164508149
2014,"29025",23.2641880093132
2015,"29025",21
2016,"29025",14
2017,"29025",17
2018,"29025",9
2019,"29025",6
2020,"29025",13
2021,"29025",4
2022,"29025",11
2023,"29025",11
2024,"29025",22
2025,"29025",20
2011,"29026",5.81604700232829
2012,"29026",4.84670583527357
2013,"29026",4.84670583527357
2014,"29026",4.84670583527357
2015,"29026",3
2016,"29026",3
2017,"29026",2
2018,"29026",1
2019,"29026",4
2020,"29026",3
2021,"29026",1
2022,"29026",6
2023,"29026",3
2024,"29026",0
2025,"29026",1
2011,"29027",2.90802350116414
2012,"29027",1.93868233410943
2013,"29027",7.75472933643772
2014,"29027",4.84670583527357
2015,"29027",2
2016,"29027",1
2017,"29027",11
2018,"29027",5
2019,"29027",3
2020,"29027",5
2021,"29027",8
2022,"29027",7
2023,"29027",6
2024,"29027",8
2025,"29027",5
2011,"29028",2.90802350116414
2012,"29028",10.6627528376019
2013,"29028",7.75472933643772
2014,"29028",4.84670583527357
2015,"29028",1
2016,"29028",4
2017,"29028",7
2018,"29028",2
2019,"29028",2
2020,"29028",3
2021,"29028",0
2022,"29028",4
2023,"29028",3
2024,"29028",2
2025,"29028",1
2011,"29029",1.93868233410943
2012,"29029",3.87736466821886
2013,"29029",3.87736466821886
2014,"29029",0.969341167054715
2015,"29029",1
2016,"29029",1
2017,"29029",0
2018,"29029",4
2019,"29029",2
2020,"29029",3
2021,"29029",0
2022,"29029",0
2023,"29029",0
2024,"29029",3
2025,"29029",0
2011,"29030",2.90802350116414
2012,"29030",3.87736466821886
2013,"29030",0.969341167054715
2014,"29030",0.969341167054715
2015,"29030",2
2016,"29030",5
2017,"29030",4
2018,"29030",0
2019,"29030",0
2020,"29030",1
2021,"29030",0
2022,"29030",0
2023,"29030",1
2024,"29030",2
2025,"29030",0
2011,"29031",13.570776338766
2012,"29031",8.72407050349243
2013,"29031",7.75472933643772
2014,"29031",7.75472933643772
2015,"29031",13
2016,"29031",11
2017,"29031",14
2018,"29031",7
2019,"29031",6
2020,"29031",2
2021,"29031",2
2022,"29031",3
2023,"29031",3
2024,"29031",4
2025,"29031",2
2011,"29032",1.93868233410943
2012,"29032",0.969341167054715
2013,"29032",1.93868233410943
2014,"29032",4.84670583527357
2015,"29032",7
2016,"29032",5
2017,"29032",2
2018,"29032",3
2019,"29032",6
2020,"29032",1
2021,"29032",2
2022,"29032",1
2023,"29032",2
2024,"29032",3
2025,"29032",5
2011,"29033",82.3939991996508
2012,"29033",63.0071758585565
2013,"29033",56.2217876891735
2014,"29033",26.1722115104773
2015,"29033",22
2016,"29033",36
2017,"29033",19
2018,"29033",14
2019,"29033",16
2020,"29033",10
2021,"29033",19
2022,"29033",10
2023,"29033",10
2024,"29033",5
2025,"29033",4
2011,"29034",10.6627528376019
2012,"29034",14.5401175058207
2013,"29034",8.72407050349243
2014,"29034",7.75472933643772
2015,"29034",8
2016,"29034",20
2017,"29034",14
2018,"29034",5
2019,"29034",4
2020,"29034",5
2021,"29034",5
2022,"29034",6
2023,"29034",8
2024,"29034",3
2025,"29034",4
2011,"29035",1.93868233410943
2012,"29035",0.969341167054715
2013,"29035",1.93868233410943
2014,"29035",0.969341167054715
2015,"29035",0
2016,"29035",2
2017,"29035",2
2018,"29035",1
2019,"29035",0
2020,"29035",1
2021,"29035",0
2022,"29035",1
2023,"29035",0
2024,"29035",0
2025,"29035",0
2011,"29036",7.75472933643772
2012,"29036",8.72407050349243
2013,"29036",6.785388169383
2014,"29036",3.87736466821886
2015,"29036",2
2016,"29036",7
2017,"29036",4
2018,"29036",1
2019,"29036",2
2020,"29036",0
2021,"29036",2
2022,"29036",0
2023,"29036",2
2024,"29036",0
2025,"29036",0
2011,"29037",4.84670583527357
2012,"29037",0.969341167054715
2013,"29037",0
2014,"29037",0
2015,"29037",3
2016,"29037",0
2017,"29037",0
2018,"29037",0
2019,"29037",0
2020,"29037",1
2021,"29037",0
2022,"29037",0
2023,"29037",0
2024,"29037",1
2025,"29037",0
2011,"29038",21.3255056752037
2012,"29038",15.5094586728754
2013,"29038",10.6627528376019
2014,"29038",5.81604700232829
2015,"29038",5
2016,"29038",12
2017,"29038",13
2018,"29038",7
2019,"29038",9
2020,"29038",2
2021,"29038",4
2022,"29038",7
2023,"29038",2
2024,"29038",6
2025,"29038",1
2011,"29039",2.90802350116414
2012,"29039",6.785388169383
2013,"29039",6.785388169383
2014,"29039",7.75472933643772
2015,"29039",9
2016,"29039",6
2017,"29039",4
2018,"29039",0
2019,"29039",4
2020,"29039",0
2021,"29039",1
2022,"29039",2
2023,"29039",3
2024,"29039",1
2025,"29039",1
2011,"29040",2.90802350116414
2012,"29040",4.84670583527357
2013,"29040",7.75472933643772
2014,"29040",5.81604700232829
2015,"29040",1
2016,"29040",4
2017,"29040",7
2018,"29040",5
2019,"29040",4
2020,"29040",1
2021,"29040",0
2022,"29040",1
2023,"29040",1
2024,"29040",1
2025,"29040",0
2011,"29041",5.81604700232829
2012,"29041",8.72407050349243
2013,"29041",7.75472933643772
2014,"29041",10.6627528376019
2015,"29041",4
2016,"29041",8
2017,"29041",7
2018,"29041",4
2019,"29041",4
2020,"29041",3
2021,"29041",1
2022,"29041",4
2023,"29041",2
2024,"29041",0
2025,"29041",2
2011,"29042",2.90802350116414
2012,"29042",6.785388169383
2013,"29042",0.969341167054715
2014,"29042",4.84670583527357
2015,"29042",3
2016,"29042",4
2017,"29042",1
2018,"29042",1
2019,"29042",3
2020,"29042",3
2021,"29042",0
2022,"29042",3
2023,"29042",2
2024,"29042",1
2025,"29042",0
2011,"29043",18.4174821740396
2012,"29043",19.3868233410943
2013,"29043",12.6014351717113
2014,"29043",16.4787998399302
2015,"29043",6
2016,"29043",8
2017,"29043",11
2018,"29043",12
2019,"29043",3
2020,"29043",3
2021,"29043",4
2022,"29043",6
2023,"29043",3
2024,"29043",1
2025,"29043",5
2011,"29044",6.785388169383
2012,"29044",12.6014351717113
2013,"29044",10.6627528376019
2014,"29044",12.6014351717113
2015,"29044",8
2016,"29044",6
2017,"29044",5
2018,"29044",8
2019,"29044",3
2020,"29044",7
2021,"29044",7
2022,"29044",6
2023,"29044",6
2024,"29044",5
2025,"29044",7
2011,"29045",0.969341167054715
2012,"29045",0.969341167054715
2013,"29045",0
2014,"29045",0.969341167054715
2015,"29045",1
2016,"29045",1
2017,"29045",1
2018,"29045",0
2019,"29045",0
2020,"29045",0
2021,"29045",0
2022,"29045",0
2023,"29045",0
2024,"29045",1
2025,"29045",1
2011,"29046",0.969341167054715
2012,"29046",0.969341167054715
2013,"29046",0.969341167054715
2014,"29046",0
2015,"29046",0
2016,"29046",4
2017,"29046",1
2018,"29046",0
2019,"29046",0
2020,"29046",0
2021,"29046",0
2022,"29046",0
2023,"29046",0
2024,"29046",0
2025,"29046",0
2011,"29047",0
2012,"29047",0
2013,"29047",0.969341167054715
2014,"29047",0
2015,"29047",0
2016,"29047",0
2017,"29047",0
2018,"29047",0
2019,"29047",1
2020,"29047",0
2021,"29047",0
2022,"29047",1
2023,"29047",0
2024,"29047",0
2025,"29047",0
2011,"29048",3.87736466821886
2012,"29048",4.84670583527357
2013,"29048",7.75472933643772
2014,"29048",0.969341167054715
2015,"29048",5
2016,"29048",1
2017,"29048",1
2018,"29048",1
2019,"29048",2
2020,"29048",2
2021,"29048",1
2022,"29048",1
2023,"29048",1
2024,"29048",2
2025,"29048",0
2011,"29049",1.93868233410943
2012,"29049",0.969341167054715
2013,"29049",1.93868233410943
2014,"29049",0.969341167054715
2015,"29049",1
2016,"29049",1
2017,"29049",0
2018,"29049",2
2019,"29049",0
2020,"29049",1
2021,"29049",2
2022,"29049",1
2023,"29049",0
2024,"29049",0
2025,"29049",1
2011,"29050",2.90802350116414
2012,"29050",3.87736466821886
2013,"29050",0
2014,"29050",0
2015,"29050",2
2016,"29050",2
2017,"29050",2
2018,"29050",0
2019,"29050",1
2020,"29050",0
2021,"29050",1
2022,"29050",0
2023,"29050",0
2024,"29050",0
2025,"29050",1
2011,"29051",0
2012,"29051",0
2013,"29051",2.90802350116414
2014,"29051",0.969341167054715
2015,"29051",0
2016,"29051",1
2017,"29051",1
2018,"29051",0
2019,"29051",1
2020,"29051",0
2021,"29051",0
2022,"29051",1
2023,"29051",0
2024,"29051",0
2025,"29051",0
2011,"29052",0
2012,"29052",2.90802350116414
2013,"29052",0
2014,"29052",0
2015,"29052",2
2016,"29052",1
2017,"29052",1
2018,"29052",0
2019,"29052",0
2020,"29052",0
2021,"29052",0
2022,"29052",0
2023,"29052",0
2024,"29052",1
2025,"29052",0
2011,"29053",0
2012,"29053",2.90802350116414
2013,"29053",2.90802350116414
2014,"29053",1.93868233410943
2015,"29053",1
2016,"29053",1
2017,"29053",0
2018,"29053",1
2019,"29053",0
2020,"29053",1
2021,"29053",2
2022,"29053",2
2023,"29053",0
2024,"29053",0
2025,"29053",0
2011,"29054",2.90802350116414
2012,"29054",1.93868233410943
2013,"29054",0
2014,"29054",0
2015,"29054",2
2016,"29054",0
2017,"29054",1
2018,"29054",0
2019,"29054",1
2020,"29054",0
2021,"29054",0
2022,"29054",0
2023,"29054",0
2024,"29054",0
2025,"29054",0
2011,"29055",2.90802350116414
2012,"29055",0.969341167054715
2013,"29055",0
2014,"29055",0
2015,"29055",1
2016,"29055",0
2017,"29055",1
2018,"29055",0
2019,"29055",0
2020,"29055",0
2021,"29055",0
2022,"29055",0
2023,"29055",0
2024,"29055",0
2025,"29055",0
2011,"29056",0
2012,"29056",1.93868233410943
2013,"29056",0.969341167054715
2014,"29056",1.93868233410943
2015,"29056",1
2016,"29056",0
2017,"29056",2
2018,"29056",0
2019,"29056",1
2020,"29056",0
2021,"29056",0
2022,"29056",1
2023,"29056",1
2024,"29056",1
2025,"29056",2
2011,"29057",0
2012,"29057",0
2013,"29057",2.90802350116414
2014,"29057",0.969341167054715
2015,"29057",1
2016,"29057",0
2017,"29057",0
2018,"29057",0
2019,"29057",2
2020,"29057",2
2021,"29057",1
2022,"29057",2
2023,"29057",0
2024,"29057",0
2025,"29057",2
2011,"29058",0
2012,"29058",0.969341167054715
2013,"29058",2.90802350116414
2014,"29058",0.969341167054715
2015,"29058",0
2016,"29058",4
2017,"29058",3
2018,"29058",0
2019,"29058",2
2020,"29058",0
2021,"29058",4
2022,"29058",4
2023,"29058",2
2024,"29058",1
2025,"29058",0
2011,"29059",0
2012,"29059",1.93868233410943
2013,"29059",0.969341167054715
2014,"29059",1.93868233410943
2015,"29059",0
2016,"29059",1
2017,"29059",0
2018,"29059",0
2019,"29059",2
2020,"29059",0
2021,"29059",1
2022,"29059",0
2023,"29059",0
2024,"29059",0
2025,"29059",0
2011,"29060",0
2012,"29060",0.969341167054715
2013,"29060",0
2014,"29060",2.90802350116414
2015,"29060",0
2016,"29060",2
2017,"29060",2
2018,"29060",0
2019,"29060",0
2020,"29060",0
2021,"29060",0
2022,"29060",1
2023,"29060",0
2024,"29060",0
2025,"29060",0
2014,"30001",0.969341167054715
2015,"30001",0
2016,"30001",0
2017,"30001",1
2018,"30001",1
2019,"30001",0
2020,"30001",1
2021,"30001",2
2022,"30001",3
2023,"30001",0
2024,"30001",1
2025,"30001",2
2014,"30002",0
2015,"30002",0
2016,"30002",0
2017,"30002",0
2018,"30002",2
2019,"30002",2
2020,"30002",0
2021,"30002",0
2022,"30002",1
2023,"30002",1
2024,"30002",0
2025,"30002",0
2011,"30003",16.4787998399302
2012,"30003",1.93868233410943
2013,"30003",30.0495761786962
2014,"30003",6.785388169383
2015,"30003",20
2016,"30003",42
2017,"30003",102
2018,"30003",92
2019,"30003",56
2020,"30003",47
2021,"30003",42
2022,"30003",45
2023,"30003",44
2024,"30003",30
2025,"30003",25
2011,"30004",2.90802350116414
2012,"30004",4.84670583527357
2013,"30004",9.69341167054715
2014,"30004",0.969341167054715
2015,"30004",1
2016,"30004",1
2017,"30004",10
2018,"30004",12
2019,"30004",15
2020,"30004",16
2021,"30004",14
2022,"30004",5
2023,"30004",11
2024,"30004",9
2025,"30004",11
2014,"30005",0
2015,"30005",0
2016,"30005",2
2017,"30005",3
2018,"30005",2
2019,"30005",1
2020,"30005",1
2021,"30005",3
2022,"30005",1
2023,"30005",0
2024,"30005",0
2025,"30005",1
2014,"30006",1.93868233410943
2015,"30006",2
2016,"30006",4
2017,"30006",6
2018,"30006",9
2019,"30006",5
2020,"30006",6
2021,"30006",11
2022,"30006",6
2023,"30006",3
2024,"30006",6
2025,"30006",4
2014,"30007",1.93868233410943
2015,"30007",1
2016,"30007",1
2017,"30007",1
2018,"30007",2
2019,"30007",2
2020,"30007",4
2021,"30007",2
2022,"30007",0
2023,"30007",0
2024,"30007",1
2025,"30007",0
2014,"30008",0
2015,"30008",0
2016,"30008",2
2017,"30008",1
2018,"30008",1
2019,"30008",1
2020,"30008",0
2021,"30008",2
2022,"30008",3
2023,"30008",1
2024,"30008",0
2025,"30008",1
2014,"30009",0
2015,"30009",1
2016,"30009",8
2017,"30009",1
2018,"30009",9
2019,"30009",5
2020,"30009",9
2021,"30009",0
2022,"30009",2
2023,"30009",6
2024,"30009",7
2025,"30009",5
2011,"30010",2.90802350116414
2012,"30010",11.6320940046566
2013,"30010",16.4787998399302
2014,"30010",5.81604700232829
2015,"30010",19
2016,"30010",16
2017,"30010",13
2018,"30010",24
2019,"30010",32
2020,"30010",16
2021,"30010",7
2022,"30010",11
2023,"30010",16
2024,"30010",13
